canal,ruim,rms,std,kurt,motivo,fonte
1,False,82.36816643610396,82.36801767612212,0.026938855962506114,,
2,False,76.48155536443447,76.48151178975621,0.07740772364439019,,
3,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
4,False,850.8330274850418,850.8320825317602,11.6763766087361,,
5,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
6,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
7,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
8,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
9,False,80.47291252701292,80.47291059979912,-0.10581131343359385,,
10,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
11,False,83.33848529771254,83.33848242327475,-0.1302217019259011,,
12,False,69.79115393927668,69.7911267685725,0.19932807790891705,,
13,False,84.19129011275886,84.19128771339814,-0.14296887822892934,,
14,False,87.7877041063232,87.78770345591282,-0.15907643321572218,,
15,False,81.92721462519704,81.92716906916522,1.4240214858890097,,
16,False,94.06317652299444,94.06306396823587,0.6577886448199473,,
