canal,ruim,rms,std,kurt,motivo,fonte
1,False,86.98047121728312,86.98041267383711,0.4517644681719406,,
2,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
3,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
4,False,85.86782426391403,85.86777293666324,0.8373754028330009,,
5,False,88.36914139834154,88.36908475311378,11.309772858254796,,
6,False,94.87296505641831,94.87285522193478,0.585620950263587,,
7,False,1235.1618735215513,1235.1577472595175,4.360806173140657,,
8,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
9,False,94.75832566422585,94.75830185468497,-0.0749830348316074,,
10,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
11,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
12,False,105.47615454752172,105.47611643164993,-0.1551099679460317,,
13,False,97.85939911213947,97.8593466639703,0.0019429936715251728,,
14,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
15,True,172.61781844313833,172.61781582186202,203.39595410148706,Saturação/artefato extremo (kurtosis=203.4 > 50),auto
16,False,82.24335107599885,82.24334460053402,1.1196952635411694,,
