canal,ruim,rms,std,kurt,motivo,fonte
1,False,153.62742001280162,153.6273982016337,-0.022002385477006836,,
2,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
3,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
4,False,60.86733534112707,60.867321736250794,2.9300077378223737,,
5,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
6,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
7,False,53.61112891513244,53.6111286465638,1.5688436571928408,,
8,False,1460.4485077853205,1460.4484832097046,4.898256118370547,,
9,False,423.33668736515216,423.3366865141696,-0.0695952293878963,,
10,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
11,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
12,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
13,False,323.73966604298766,323.739665086118,-0.39565685960426444,,
14,False,313.21134726703986,313.2106410071219,0.49095404239073615,,
15,False,1318.3512287261624,1318.3512027422862,5.658019108322776,,
16,False,171.2502011834321,171.2501652221322,-0.058226187106908966,,
