canal,ruim,rms,std,kurt,motivo,fonte
1,False,78.65766168500659,78.65758191588218,6.709504171397434,,
2,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
3,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
4,False,81.79798598421397,81.79791960223189,6.083409044628489,,
5,False,86.71781648931982,86.71774508044186,4.984051694132593,,
6,False,72.96015512569984,72.96010283646977,8.6225126749504,,
7,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
8,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
9,False,95.694778859966,95.69465866294523,1.8322745097263144,,
10,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
11,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
12,False,105.55201037158231,105.55193747994097,1.163916348306091,,
13,False,99.34125345994363,99.34102096861395,1.665740107529607,,
14,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
15,False,88.42588323463367,88.42434718368031,10.646444693916676,,
16,False,518.6727859592658,518.6582152943809,41.04969605332001,,
