canal,ruim,rms,std,kurt,motivo,fonte
1,False,91.10761893102907,91.10761685592733,3.2736193838353653,,
2,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
3,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
4,False,87.16810553388838,87.16810258846176,0.3230633188024754,,
5,False,89.37720915646722,89.37720459089562,0.4465304744157885,,
6,False,99.08574784283591,99.08574476553132,0.3588384949742385,,
7,False,866.4578773560274,866.4578141355089,15.02182459486599,,
8,False,89.16328985381301,89.16328982919961,1.8498167447064677,,
9,False,99.04708958516878,99.04708940764463,0.022900992020404853,,
10,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
11,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
12,False,113.57329418748756,113.57329305609562,0.7877871583329688,,
13,False,117.68309501692845,117.68309367625699,18.367485185583615,,
14,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
15,False,525.765354050243,525.7653505609385,45.53870317536099,,
16,False,90.93711354904694,90.93710204196086,5.717195125858769,,
