canal,ruim,rms,std,kurt,motivo,fonte
1,False,80.80737108759811,80.80735180783586,0.3927784242291157,,
2,False,75.19952387430797,75.19950580281943,0.5662229482183134,,
3,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
4,False,815.0680666688546,815.0676874134814,6.782660144846528,,
5,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
6,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
7,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
8,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
9,False,78.00250615582145,78.0024885828489,0.21053213248193492,,
10,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
11,False,84.39697798852592,84.39696386339715,8.564049213921418,,
12,True,76.97936064157464,76.97933266797565,80.55168597622742,Saturação/artefato extremo (kurtosis=80.6 > 50),auto
13,False,82.34925529854524,82.34924461283283,1.4331359033699993,,
14,False,85.90834739564029,85.90832845475865,0.7054182460998892,,
15,True,95.2094559782394,95.20945213969019,116.64083706281592,Saturação/artefato extremo (kurtosis=116.6 > 50),auto
16,False,96.5430519290246,96.5430445945924,20.405481718792732,,
