canal,ruim,rms,std,kurt,motivo,fonte
1,False,87.19588931713527,87.19588096371675,0.29422225994601714,,
2,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
3,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
4,False,86.39387381277132,86.39386113948146,0.26535813469872505,,
5,False,87.97720955761764,87.9771918452013,0.26950453884075776,,
6,False,94.20463368983043,94.2046253791541,0.2904070007238291,,
7,False,850.337162896329,850.3370562302695,10.419672577658035,,
8,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
9,False,96.808865436579,96.80878737274992,-0.2416990104073471,,
10,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
11,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
12,False,107.16136649602804,107.16132163563096,-0.3633382947776185,,
13,False,99.13877251095106,99.1387300149886,-0.22292445871289024,,
14,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
15,False,95.27491303086293,95.27488858536147,8.334254844500304,,
16,False,84.55966390674403,84.55955080846314,-0.11505342585650791,,
