canal,ruim,rms,std,kurt,motivo,fonte
1,False,78.9446035133527,78.94460324322017,-0.12438257791705354,,
2,False,74.02350931605059,74.02350930562487,0.12954589266541916,,
3,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
4,False,597.4015042899488,597.4013509331587,9.991614668289651,,
5,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
6,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
7,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
8,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
9,False,76.65209940328073,76.65209911035541,-0.1382811382990896,,
10,True,0.0,0.0,,Canal morto (RMS=0.000 µV < 1 µV) | Variância nula (std=0.000 µV < 0.5 µV),auto
11,False,79.49070414941525,79.49070159676386,-0.13442807189129047,,
12,False,64.83403425380692,64.83403400738777,0.2632902569661515,,
13,False,80.22125984978476,80.22125131865764,-0.15403382787167175,,
14,False,83.959573203164,83.95956488317337,-0.15223990821693212,,
15,False,78.30340393375641,78.30338319515327,-0.12066406780058969,,
16,False,89.13228630099447,89.1322721184607,4.203584464744043,,
